vacc_date,received_at_least_one_dose,full_regimen,minimum_protection,received_one_dose_pcttakeup,full_regimen_pcttakeup,minimum_protection_pcttakeup
2023-09-14,5322535.0,5284221.0,4793485.0,89.41,88.77,80.52
2023-09-15,5322543.0,5284238.0,4793667.0,89.41,88.77,80.53
2023-09-16,5322551.0,5284257.0,4793792.0,89.41,88.77,80.53
2023-09-17,5322559.0,5284281.0,4793812.0,89.41,88.77,80.53
2023-09-18,5322559.0,5284284.0,4794001.0,89.41,88.77,80.53
2023-09-19,5322566.0,5284312.0,4794160.0,89.41,88.77,80.53
2023-09-20,5322579.0,5284327.0,4794322.0,89.41,88.77,80.54
2023-09-21,5322581.0,5284359.0,4794431.0,89.41,88.77,80.54
2023-09-22,5322591.0,5284391.0,4794566.0,89.41,88.77,80.54
2023-09-23,5322598.0,5284417.0,4794685.0,89.41,88.77,80.54
2023-09-24,5322602.0,5284434.0,4794725.0,89.41,88.77,80.54
2023-09-25,5322604.0,5284440.0,4794877.0,89.41,88.77,80.55
2023-09-26,5322607.0,5284461.0,4795029.0,89.41,88.77,80.55
2023-09-27,5322611.0,5284484.0,4795172.0,89.41,88.77,80.55
2023-09-28,5322618.0,5284507.0,4795310.0,89.41,88.77,80.55
2023-09-29,5322624.0,5284525.0,4795433.0,89.41,88.77,80.56
2023-09-30,5322632.0,5284546.0,4795537.0,89.41,88.77,80.56
2023-10-01,5322637.0,5284558.0,4795563.0,89.41,88.77,80.56
2023-10-02,5322637.0,5284562.0,4795711.0,89.41,88.77,80.56
2023-10-03,5322642.0,5284581.0,4795824.0,89.41,88.77,80.56
2023-10-04,5322645.0,5284593.0,4795955.0,89.41,88.77,80.56
2023-10-05,5322652.0,5284625.0,4796065.0,89.41,88.77,80.57
2023-10-06,5322660.0,5284640.0,4796223.0,89.41,88.77,80.57
2023-10-07,5322675.0,5284670.0,4796332.0,89.41,88.77,80.57
2023-10-08,5322688.0,5284701.0,4796367.0,89.41,88.77,80.57
2023-10-09,5322694.0,5284703.0,4796519.0,89.41,88.77,80.57
2023-10-10,5322700.0,5284726.0,4796662.0,89.41,88.77,80.58
2023-10-11,5322711.0,5284745.0,4796842.0,89.41,88.78,80.58
2023-10-12,5322721.0,5284763.0,4797009.0,89.41,88.78,80.58
2023-10-13,5322728.0,5284793.0,4797188.0,89.41,88.78,80.58
2023-10-14,5322750.0,5284817.0,4797311.0,89.41,88.78,80.59
2023-10-15,5322758.0,5284829.0,4797359.0,89.41,88.78,80.59
2023-10-16,5322764.0,5284837.0,4797501.0,89.41,88.78,80.59
2023-10-17,5322768.0,5284858.0,4797664.0,89.41,88.78,80.59
2023-10-18,5322773.0,5284879.0,4797797.0,89.41,88.78,80.6
2023-10-19,5322778.0,5284890.0,4797933.0,89.41,88.78,80.6
2023-10-20,5322791.0,5284912.0,4798097.0,89.41,88.78,80.6
2023-10-21,5322816.0,5284948.0,4798209.0,89.41,88.78,80.6
2023-10-22,5322822.0,5284962.0,4798259.0,89.41,88.78,80.6
2023-10-23,5322822.0,5284970.0,4798378.0,89.41,88.78,80.6
2023-10-24,5322825.0,5284984.0,4798512.0,89.41,88.78,80.61
